sma_fast,sma_slow,rsi_period,rsi_lower,rsi_upper,macro_gate,total_return,sharpe,max_dd,win_rate,profit_factor,expectancy,total_trades,passes_filters
50,200,21,35,65,payems_only,-47.27477406683695,-1.2038224739631804,48.39160454033723,30.714285714285715,0.3697814842371009,-33.76769576202645,140,False
100,150,10,45,55,unrate_only,-22.5600427637952,-1.2038828512273918,23.7094063959035,26.76056338028169,0.18933266901880139,-31.774708118021472,71,False
100,250,10,30,70,neither,-48.92217930457093,-1.2055433515411074,48.92217930457093,36.58536585365854,0.37360068830340776,-29.8305971369335,164,False
50,250,10,45,55,unrate_only,-21.45762958752468,-1.20685643608261,22.26041645046721,27.536231884057973,0.2196312178521176,-31.098013894963277,69,False
100,250,14,40,60,neither,-42.820905023005565,-1.2082879443374084,42.820905023005565,39.75903614457831,0.3626039373904686,-25.795725917473188,166,False
100,200,14,40,60,both,-42.537548772547346,-1.2092826995913333,42.9189521410156,37.086092715231786,0.3614682826168191,-28.170562101024693,151,False
20,200,14,45,55,unrate_only,-23.890498972542446,-1.2119412124350664,24.043522900165982,26.666666666666668,0.2134809509190449,-31.853998630056672,75,False
100,250,14,40,60,both,-40.34034858091313,-1.2161088465496213,40.84717705817098,37.333333333333336,0.352412365823722,-26.893565720608727,150,False
100,200,14,40,60,payems_only,-42.071286155043495,-1.2230477987431703,43.42138596853018,36.986301369863014,0.35428330288162463,-28.815949421262687,146,False
100,150,10,30,70,neither,-53.04346399432175,-1.2251629240954434,53.04346399432175,36.46408839779006,0.3864974383218426,-29.3057812123325,181,False
20,100,21,35,65,unrate_only,-40.74985262049257,-1.2254808244374382,41.48170932918176,25.454545454545453,0.2943186958368584,-37.04532056408422,110,False
20,200,21,45,55,unrate_only,-21.47051148807597,-1.2257080009040773,21.705921099967526,29.03225806451613,0.20577912434697376,-34.62985723883238,62,False
50,100,14,30,70,both,-56.955752854845954,-1.2258154601675875,58.392247153766796,30.76923076923077,0.32135735044482105,-36.510097983875625,156,False
100,150,10,30,70,payems_only,-49.008191023753675,-1.2279708714807238,49.31097801581987,35.44303797468354,0.3586018349484056,-31.01784242009725,158,False
100,150,21,40,60,neither,-50.22581350814451,-1.2288706719817835,50.60125564352017,32.91925465838509,0.36310619636365304,-31.19615745847487,161,False
